mark_id,learner_id,subject,teacher_id,term,mark
3765,157,Life Science,14,1,49
3766,157,Life Science,14,2,55
3767,157,Life Science,14,3,51
3768,157,Life Science,14,4,46
3769,158,English,5,1,81
3770,158,English,5,2,86
3771,158,English,5,3,78
3772,158,English,5,4,79
3773,158,Afrikaans,7,1,58
3774,158,Afrikaans,7,2,67
3775,158,Afrikaans,7,3,59
3776,158,Afrikaans,7,4,65
3777,158,Mathematics,3,1,72
3778,158,Mathematics,3,2,81
3779,158,Mathematics,3,3,74
3780,158,Mathematics,3,4,68
3781,158,Life Science,13,1,49
3782,158,Life Science,13,2,58
3783,158,Life Science,13,3,51
3784,158,Life Science,13,4,46
3785,158,Geography,21,1,72
3786,158,Geography,21,2,70
3787,158,Geography,21,3,70
3788,158,Geography,21,4,75
3789,158,History,17,1,54
3790,158,History,17,2,58
3791,158,History,17,3,60
3792,158,History,17,4,49
3793,159,English,4,1,56
3794,159,English,4,2,60
3795,159,English,4,3,68
3796,159,English,4,4,66
3797,159,Afrikaans,7,1,70
3798,159,Afrikaans,7,2,68
3799,159,Afrikaans,7,3,64
3800,159,Afrikaans,7,4,68
3801,159,Mathematics,3,1,65
3802,159,Mathematics,3,2,72
3803,159,Mathematics,3,3,74
3804,159,Mathematics,3,4,76
3805,159,Geography,20,1,46
3806,159,Geography,20,2,45
3807,159,Geography,20,3,42
3808,159,Geography,20,4,55
3809,159,History,18,1,57
3810,159,History,18,2,62
3811,159,History,18,3,53
3812,159,History,18,4,60
3813,159,Physical Science,10,1,76
3814,159,Physical Science,10,2,78
3815,159,Physical Science,10,3,71
3816,159,Physical Science,10,4,76
3817,160,English,4,1,50
3818,160,English,4,2,61
3819,160,English,4,3,61
3820,160,English,4,4,51
3821,160,Afrikaans,9,1,48
3822,160,Afrikaans,9,2,48
3823,160,Afrikaans,9,3,58
3824,160,Afrikaans,9,4,56
3825,160,Mathematics,3,1,58
3826,160,Mathematics,3,2,53
3827,160,Mathematics,3,3,55
3828,160,Mathematics,3,4,59
3829,160,Geography,20,1,44
3830,160,Geography,20,2,42
3831,160,Geography,20,3,46
3832,160,Geography,20,4,46
3833,160,History,18,1,56
3834,160,History,18,2,57
3835,160,History,18,3,44
3836,160,History,18,4,43
3837,160,Life Science,14,1,67
3838,160,Life Science,14,2,63
3839,160,Life Science,14,3,66
3840,160,Life Science,14,4,59
3841,161,English,6,1,66
3842,161,English,6,2,62
3843,161,English,6,3,69
3844,161,English,6,4,66
3845,161,Afrikaans,7,1,50
3846,161,Afrikaans,7,2,56
3847,161,Afrikaans,7,3,49
3848,161,Afrikaans,7,4,55
3849,161,Mathematics,3,1,48
3850,161,Mathematics,3,2,61
3851,161,Mathematics,3,3,61
3852,161,Mathematics,3,4,47
3853,161,Physical Science,11,1,61
3854,161,Physical Science,11,2,63
3855,161,Physical Science,11,3,71
3856,161,Physical Science,11,4,62
3857,161,Geography,19,1,74
3858,161,Geography,19,2,67
3859,161,Geography,19,3,77
3860,161,Geography,19,4,69
3861,161,History,18,1,91
3862,161,History,18,2,88
3863,161,History,18,3,86
3864,161,History,18,4,90
3865,162,English,5,1,48
3866,162,English,5,2,48
3867,162,English,5,3,55
3868,162,English,5,4,51
3869,162,Afrikaans,9,1,58
3870,162,Afrikaans,9,2,58
3871,162,Afrikaans,9,3,57
3872,162,Afrikaans,9,4,49
3873,162,Mathematics,3,1,60
3874,162,Mathematics,3,2,62
3875,162,Mathematics,3,3,58
3876,162,Mathematics,3,4,58
3877,162,Information Technology,23,1,78
3878,162,Information Technology,23,2,73
3879,162,Information Technology,23,3,84
3880,162,Information Technology,23,4,87
3881,162,History,16,1,77
3882,162,History,16,2,86
3883,162,History,16,3,85
3884,162,History,16,4,79
3885,162,Geography,19,1,52
3886,162,Geography,19,2,46
3887,162,Geography,19,3,46
3888,162,Geography,19,4,49
3889,163,English,4,1,73
3890,163,English,4,2,70
3891,163,English,4,3,66
3892,163,English,4,4,79
3893,163,Afrikaans,9,1,40
3894,163,Afrikaans,9,2,54
3895,163,Afrikaans,9,3,55
3896,163,Afrikaans,9,4,40
3897,163,Mathematics,3,1,75
3898,163,Mathematics,3,2,71
3899,163,Mathematics,3,3,74
3900,163,Mathematics,3,4,62
3901,163,Accounting,25,1,77
3902,163,Accounting,25,2,69
3903,163,Accounting,25,3,64
3904,163,Accounting,25,4,62
3905,163,History,18,1,72
3906,163,History,18,2,70
3907,163,History,18,3,77
3908,163,History,18,4,75
3909,163,Geography,19,1,56
3910,163,Geography,19,2,54
3911,163,Geography,19,3,69
3912,163,Geography,19,4,63
3913,164,English,4,1,63
3914,164,English,4,2,49
3915,164,English,4,3,63
3916,164,English,4,4,63
3917,164,Afrikaans,9,1,57
3918,164,Afrikaans,9,2,50
3919,164,Afrikaans,9,3,56
3920,164,Afrikaans,9,4,59
3921,164,Mathematics,1,1,72
3922,164,Mathematics,1,2,74
3923,164,Mathematics,1,3,84
3924,164,Mathematics,1,4,82
3925,164,History,17,1,74
3926,164,History,17,2,82
3927,164,History,17,3,86
3928,164,History,17,4,81
3929,164,Life Science,14,1,83
3930,164,Life Science,14,2,79
3931,164,Life Science,14,3,87
3932,164,Life Science,14,4,78
3933,164,Geography,19,1,82
3934,164,Geography,19,2,72
3935,164,Geography,19,3,74
3936,164,Geography,19,4,83
3937,165,English,6,1,76
3938,165,English,6,2,63
3939,165,English,6,3,73
3940,165,English,6,4,73
3941,165,Afrikaans,7,1,50
3942,165,Afrikaans,7,2,54
3943,165,Afrikaans,7,3,52
3944,165,Afrikaans,7,4,58
3945,165,Mathematics,2,1,50
3946,165,Mathematics,2,2,62
3947,165,Mathematics,2,3,53
3948,165,Mathematics,2,4,54
3949,165,Geography,20,1,70
3950,165,Geography,20,2,67
3951,165,Geography,20,3,75
3952,165,Geography,20,4,72
3953,165,Physical Science,11,1,48
3954,165,Physical Science,11,2,49
3955,165,Physical Science,11,3,58
3956,165,Physical Science,11,4,58
3957,165,Life Science,15,1,81
3958,165,Life Science,15,2,82
3959,165,Life Science,15,3,82
3960,165,Life Science,15,4,69
3961,166,English,5,1,78
3962,166,English,5,2,83
3963,166,English,5,3,80
3964,166,English,5,4,71
3965,166,Afrikaans,8,1,63
3966,166,Afrikaans,8,2,51
3967,166,Afrikaans,8,3,51
3968,166,Afrikaans,8,4,61
3969,166,Mathematics,1,1,52
3970,166,Mathematics,1,2,45
3971,166,Mathematics,1,3,46
3972,166,Mathematics,1,4,48
3973,166,Geography,19,1,59
3974,166,Geography,19,2,60
3975,166,Geography,19,3,71
3976,166,Geography,19,4,60
3977,166,Information Technology,22,1,64
3978,166,Information Technology,22,2,48
3979,166,Information Technology,22,3,57
3980,166,Information Technology,22,4,61
3981,166,History,17,1,78
3982,166,History,17,2,89
3983,166,History,17,3,85
3984,166,History,17,4,87
3985,167,English,5,1,67
3986,167,English,5,2,76
3987,167,English,5,3,73
3988,167,English,5,4,69
3989,167,Afrikaans,7,1,45
3990,167,Afrikaans,7,2,54
3991,167,Afrikaans,7,3,48
3992,167,Afrikaans,7,4,51
3993,167,Mathematics,1,1,79
3994,167,Mathematics,1,2,79
3995,167,Mathematics,1,3,84
3996,167,Mathematics,1,4,85
3997,167,Information Technology,22,1,84
3998,167,Information Technology,22,2,84
3999,167,Information Technology,22,3,79
4000,167,Information Technology,22,4,74
4001,167,History,17,1,64
4002,167,History,17,2,67
4003,167,History,17,3,66
4004,167,History,17,4,74
4005,167,Accounting,26,1,66
4006,167,Accounting,26,2,58
4007,167,Accounting,26,3,61
4008,167,Accounting,26,4,68
4009,168,English,5,1,71
4010,168,English,5,2,62
4011,168,English,5,3,62
4012,168,English,5,4,66
4013,168,Afrikaans,9,1,53
4014,168,Afrikaans,9,2,52
4015,168,Afrikaans,9,3,53
4016,168,Afrikaans,9,4,55
4017,168,Mathematics,3,1,40
4018,168,Mathematics,3,2,49
4019,168,Mathematics,3,3,43
4020,168,Mathematics,3,4,53
4021,168,Physical Science,12,1,57
4022,168,Physical Science,12,2,51
4023,168,Physical Science,12,3,52
4024,168,Physical Science,12,4,47
4025,168,Geography,21,1,70
4026,168,Geography,21,2,63
4027,168,Geography,21,3,70
4028,168,Geography,21,4,73
4029,168,History,16,1,79
4030,168,History,16,2,83
4031,168,History,16,3,77
4032,168,History,16,4,74
4033,169,English,4,1,79
4034,169,English,4,2,68
4035,169,English,4,3,78
4036,169,English,4,4,74
4037,169,Afrikaans,7,1,46
4038,169,Afrikaans,7,2,62
4039,169,Afrikaans,7,3,56
4040,169,Afrikaans,7,4,55
4041,169,Mathematics,2,1,71
4042,169,Mathematics,2,2,66
4043,169,Mathematics,2,3,76
4044,169,Mathematics,2,4,72
4045,169,Physical Science,11,1,52
4046,169,Physical Science,11,2,38
4047,169,Physical Science,11,3,41
4048,169,Physical Science,11,4,40
4049,169,Information Technology,22,1,54
4050,169,Information Technology,22,2,66
4051,169,Information Technology,22,3,61
4052,169,Information Technology,22,4,68
4053,169,Accounting,26,1,58
4054,169,Accounting,26,2,66
4055,169,Accounting,26,3,57
4056,169,Accounting,26,4,62
4057,170,English,4,1,92
4058,170,English,4,2,83
4059,170,English,4,3,84
4060,170,English,4,4,82
4061,170,Afrikaans,8,1,40
4062,170,Afrikaans,8,2,52
4063,170,Afrikaans,8,3,40
4064,170,Afrikaans,8,4,54
4065,170,Mathematics,1,1,63
4066,170,Mathematics,1,2,72
4067,170,Mathematics,1,3,67
4068,170,Mathematics,1,4,73
4069,170,Information Technology,24,1,49
4070,170,Information Technology,24,2,50
4071,170,Information Technology,24,3,42
4072,170,Information Technology,24,4,51
4073,170,Geography,19,1,74
4074,170,Geography,19,2,73
4075,170,Geography,19,3,62
4076,170,Geography,19,4,71
4077,170,History,17,1,73
4078,170,History,17,2,71
4079,170,History,17,3,76
4080,170,History,17,4,64
4081,171,English,5,1,66
4082,171,English,5,2,65
4083,171,English,5,3,66
4084,171,English,5,4,61
4085,171,Afrikaans,9,1,60
4086,171,Afrikaans,9,2,60
4087,171,Afrikaans,9,3,51
4088,171,Afrikaans,9,4,49
4089,171,Mathematics,1,1,47
4090,171,Mathematics,1,2,50
4091,171,Mathematics,1,3,56
4092,171,Mathematics,1,4,57
4093,171,Life Science,15,1,61
4094,171,Life Science,15,2,71
4095,171,Life Science,15,3,61
4096,171,Life Science,15,4,59
4097,171,Information Technology,23,1,69
4098,171,Information Technology,23,2,74
4099,171,Information Technology,23,3,66
4100,171,Information Technology,23,4,75
4101,171,History,16,1,80
4102,171,History,16,2,82
4103,171,History,16,3,81
4104,171,History,16,4,88
4105,172,English,5,1,72
4106,172,English,5,2,58
4107,172,English,5,3,66
4108,172,English,5,4,66
4109,172,Afrikaans,9,1,82
4110,172,Afrikaans,9,2,75
4111,172,Afrikaans,9,3,68
4112,172,Afrikaans,9,4,68
4113,172,Mathematics,3,1,49
4114,172,Mathematics,3,2,50
4115,172,Mathematics,3,3,56
4116,172,Mathematics,3,4,44
4117,172,Life Science,14,1,69
4118,172,Life Science,14,2,61
4119,172,Life Science,14,3,71
4120,172,Life Science,14,4,63
4121,172,Accounting,25,1,38
4122,172,Accounting,25,2,43
4123,172,Accounting,25,3,50
4124,172,Accounting,25,4,37
4125,172,History,18,1,89
4126,172,History,18,2,93
4127,172,History,18,3,91
4128,172,History,18,4,86
4129,173,English,4,1,94
4130,173,English,4,2,82
4131,173,English,4,3,90
4132,173,English,4,4,95
4133,173,Afrikaans,9,1,73
4134,173,Afrikaans,9,2,81
4135,173,Afrikaans,9,3,78
4136,173,Afrikaans,9,4,74
4137,173,Mathematics,2,1,51
4138,173,Mathematics,2,2,55
4139,173,Mathematics,2,3,45
4140,173,Mathematics,2,4,52
4141,173,Accounting,27,1,45
4142,173,Accounting,27,2,52
4143,173,Accounting,27,3,55
4144,173,Accounting,27,4,57
4145,173,Life Science,13,1,89
4146,173,Life Science,13,2,79
4147,173,Life Science,13,3,87
4148,173,Life Science,13,4,87
4149,173,Physical Science,10,1,65
4150,173,Physical Science,10,2,79
4151,173,Physical Science,10,3,69
4152,173,Physical Science,10,4,68
4153,174,English,5,1,50
4154,174,English,5,2,55
4155,174,English,5,3,55
4156,174,English,5,4,54
4157,174,Afrikaans,9,1,65
4158,174,Afrikaans,9,2,57
4159,174,Afrikaans,9,3,65
4160,174,Afrikaans,9,4,58
4161,174,Mathematics,1,1,36
4162,174,Mathematics,1,2,48
4163,174,Mathematics,1,3,41
4164,174,Mathematics,1,4,43
4165,174,Accounting,25,1,78
4166,174,Accounting,25,2,75
4167,174,Accounting,25,3,70
4168,174,Accounting,25,4,68
4169,174,Physical Science,10,1,47
4170,174,Physical Science,10,2,59
4171,174,Physical Science,10,3,50
4172,174,Physical Science,10,4,49
4173,174,History,17,1,91
4174,174,History,17,2,78
4175,174,History,17,3,88
4176,174,History,17,4,89
4177,175,English,5,1,46
4178,175,English,5,2,47
4179,175,English,5,3,43
4180,175,English,5,4,58
4181,175,Afrikaans,8,1,68
4182,175,Afrikaans,8,2,70
4183,175,Afrikaans,8,3,63
4184,175,Afrikaans,8,4,73
4185,175,Mathematics,3,1,86
4186,175,Mathematics,3,2,80
4187,175,Mathematics,3,3,75
4188,175,Mathematics,3,4,79
4189,175,Geography,20,1,43
4190,175,Geography,20,2,47
4191,175,Geography,20,3,44
4192,175,Geography,20,4,44
4193,175,Physical Science,11,1,53
4194,175,Physical Science,11,2,48
4195,175,Physical Science,11,3,50
4196,175,Physical Science,11,4,48
4197,175,History,18,1,58
4198,175,History,18,2,48
4199,175,History,18,3,47
4200,175,History,18,4,45
4201,176,English,5,1,82
4202,176,English,5,2,70
4203,176,English,5,3,75
4204,176,English,5,4,72
4205,176,Afrikaans,8,1,55
4206,176,Afrikaans,8,2,40
4207,176,Afrikaans,8,3,54
4208,176,Afrikaans,8,4,42
4209,176,Mathematics,3,1,49
4210,176,Mathematics,3,2,50
4211,176,Mathematics,3,3,57
4212,176,Mathematics,3,4,48
4213,176,Accounting,25,1,43
4214,176,Accounting,25,2,46
4215,176,Accounting,25,3,46
4216,176,Accounting,25,4,45
4217,176,Life Science,15,1,60
4218,176,Life Science,15,2,62
4219,176,Life Science,15,3,64
4220,176,Life Science,15,4,68
4221,176,Physical Science,10,1,78
4222,176,Physical Science,10,2,78
4223,176,Physical Science,10,3,72
4224,176,Physical Science,10,4,83
4225,177,English,4,1,85
4226,177,English,4,2,94
4227,177,English,4,3,80
4228,177,English,4,4,81
4229,177,Afrikaans,9,1,74
4230,177,Afrikaans,9,2,90
4231,177,Afrikaans,9,3,80
4232,177,Afrikaans,9,4,80
4233,177,Mathematics,1,1,55
4234,177,Mathematics,1,2,50
4235,177,Mathematics,1,3,53
4236,177,Mathematics,1,4,56
4237,177,History,16,1,87
4238,177,History,16,2,83
4239,177,History,16,3,77
4240,177,History,16,4,86
4241,177,Accounting,26,1,45
4242,177,Accounting,26,2,51
4243,177,Accounting,26,3,52
4244,177,Accounting,26,4,53
4245,177,Geography,20,1,68
4246,177,Geography,20,2,59
4247,177,Geography,20,3,65
4248,177,Geography,20,4,55
4249,178,English,5,1,62
4250,178,English,5,2,73
4251,178,English,5,3,62
4252,178,English,5,4,75
4253,178,Afrikaans,7,1,60
4254,178,Afrikaans,7,2,56
4255,178,Afrikaans,7,3,54
4256,178,Afrikaans,7,4,46
4257,178,Mathematics,3,1,47
4258,178,Mathematics,3,2,52
4259,178,Mathematics,3,3,40
4260,178,Mathematics,3,4,49
4261,178,Life Science,15,1,70
4262,178,Life Science,15,2,65
4263,178,Life Science,15,3,70
4264,178,Life Science,15,4,63
4265,178,Accounting,26,1,82
4266,178,Accounting,26,2,78
4267,178,Accounting,26,3,82
4268,178,Accounting,26,4,75
4269,178,Information Technology,23,1,54
4270,178,Information Technology,23,2,50
4271,178,Information Technology,23,3,44
4272,178,Information Technology,23,4,39
4273,179,English,6,1,73
4274,179,English,6,2,82
4275,179,English,6,3,84
4276,179,English,6,4,86
4277,179,Afrikaans,7,1,45
4278,179,Afrikaans,7,2,46
4279,179,Afrikaans,7,3,54
4280,179,Afrikaans,7,4,54
4281,179,Mathematics,2,1,72
4282,179,Mathematics,2,2,74
4283,179,Mathematics,2,3,71
4284,179,Mathematics,2,4,80
4285,179,Information Technology,22,1,57
4286,179,Information Technology,22,2,53
4287,179,Information Technology,22,3,59
4288,179,Information Technology,22,4,50
4289,179,History,18,1,67
4290,179,History,18,2,69
4291,179,History,18,3,62
4292,179,History,18,4,62
4293,179,Accounting,26,1,70
4294,179,Accounting,26,2,74
4295,179,Accounting,26,3,71
4296,179,Accounting,26,4,74
4297,180,English,6,1,79
4298,180,English,6,2,75
4299,180,English,6,3,85
4300,180,English,6,4,74
4301,180,Afrikaans,7,1,52
4302,180,Afrikaans,7,2,59
4303,180,Afrikaans,7,3,59
4304,180,Afrikaans,7,4,51
4305,180,Mathematics,2,1,76
4306,180,Mathematics,2,2,72
4307,180,Mathematics,2,3,75
4308,180,Mathematics,2,4,73
4309,180,Life Science,13,1,57
4310,180,Life Science,13,2,42
4311,180,Life Science,13,3,47
4312,180,Life Science,13,4,54
4313,180,History,18,1,88
4314,180,History,18,2,82
4315,180,History,18,3,87
4316,180,History,18,4,81
4317,180,Geography,19,1,59
4318,180,Geography,19,2,58
4319,180,Geography,19,3,57
4320,180,Geography,19,4,49
4321,181,English,4,1,72
4322,181,English,4,2,72
4323,181,English,4,3,73
4324,181,English,4,4,65
4325,181,Afrikaans,9,1,81
4326,181,Afrikaans,9,2,71
4327,181,Afrikaans,9,3,72
4328,181,Afrikaans,9,4,84
4329,181,Mathematics,1,1,51
4330,181,Mathematics,1,2,53
4331,181,Mathematics,1,3,49
4332,181,Mathematics,1,4,51
4333,181,History,17,1,82
4334,181,History,17,2,69
4335,181,History,17,3,69
4336,181,History,17,4,73
4337,181,Accounting,25,1,78
4338,181,Accounting,25,2,74
4339,181,Accounting,25,3,84
4340,181,Accounting,25,4,82
4341,181,Physical Science,10,1,47
4342,181,Physical Science,10,2,50
4343,181,Physical Science,10,3,53
4344,181,Physical Science,10,4,41
4345,182,English,4,1,90
4346,182,English,4,2,90
4347,182,English,4,3,90
4348,182,English,4,4,80
4349,182,Afrikaans,7,1,70
4350,182,Afrikaans,7,2,81
4351,182,Afrikaans,7,3,77
4352,182,Afrikaans,7,4,84
4353,182,Mathematics,1,1,81
4354,182,Mathematics,1,2,80
4355,182,Mathematics,1,3,78
4356,182,Mathematics,1,4,79
4357,182,Geography,20,1,42
4358,182,Geography,20,2,43
4359,182,Geography,20,3,46
4360,182,Geography,20,4,53
4361,182,Physical Science,11,1,52
4362,182,Physical Science,11,2,62
4363,182,Physical Science,11,3,64
4364,182,Physical Science,11,4,55
4365,182,Life Science,14,1,76
4366,182,Life Science,14,2,76
4367,182,Life Science,14,3,78
4368,182,Life Science,14,4,76
4369,183,English,6,1,49
4370,183,English,6,2,49
4371,183,English,6,3,49
4372,183,English,6,4,51
4373,183,Afrikaans,7,1,76
4374,183,Afrikaans,7,2,76
4375,183,Afrikaans,7,3,83
4376,183,Afrikaans,7,4,77
4377,183,Mathematics,3,1,58
4378,183,Mathematics,3,2,53
4379,183,Mathematics,3,3,63
4380,183,Mathematics,3,4,54
4381,183,Life Science,15,1,80
4382,183,Life Science,15,2,83
4383,183,Life Science,15,3,80
4384,183,Life Science,15,4,75
4385,183,Geography,19,1,55
4386,183,Geography,19,2,40
4387,183,Geography,19,3,50
4388,183,Geography,19,4,52
4389,183,History,18,1,88
4390,183,History,18,2,86
4391,183,History,18,3,79
4392,183,History,18,4,91
4393,184,English,4,1,51
4394,184,English,4,2,55
4395,184,English,4,3,60
4396,184,English,4,4,61
4397,184,Afrikaans,9,1,63
4398,184,Afrikaans,9,2,67
4399,184,Afrikaans,9,3,69
4400,184,Afrikaans,9,4,71
4401,184,Mathematics,2,1,59
4402,184,Mathematics,2,2,46
4403,184,Mathematics,2,3,50
4404,184,Mathematics,2,4,53
4405,184,Physical Science,10,1,47
4406,184,Physical Science,10,2,55
4407,184,Physical Science,10,3,58
4408,184,Physical Science,10,4,53
4409,184,Geography,20,1,80
4410,184,Geography,20,2,81
4411,184,Geography,20,3,88
4412,184,Geography,20,4,86
4413,184,Accounting,27,1,54
4414,184,Accounting,27,2,53
4415,184,Accounting,27,3,51
4416,184,Accounting,27,4,44
4417,185,English,5,1,63
4418,185,English,5,2,70
4419,185,English,5,3,77
4420,185,English,5,4,70
4421,185,Afrikaans,8,1,74
4422,185,Afrikaans,8,2,70
4423,185,Afrikaans,8,3,77
4424,185,Afrikaans,8,4,76
4425,185,Mathematics,2,1,64
4426,185,Mathematics,2,2,62
4427,185,Mathematics,2,3,53
4428,185,Mathematics,2,4,48
4429,185,History,18,1,96
4430,185,History,18,2,85
4431,185,History,18,3,95
4432,185,History,18,4,86
4433,185,Information Technology,22,1,72
4434,185,Information Technology,22,2,77
4435,185,Information Technology,22,3,65
4436,185,Information Technology,22,4,80
4437,185,Physical Science,12,1,53
4438,185,Physical Science,12,2,56
4439,185,Physical Science,12,3,46
4440,185,Physical Science,12,4,49
4441,186,English,6,1,57
4442,186,English,6,2,61
4443,186,English,6,3,61
4444,186,English,6,4,58
4445,186,Afrikaans,8,1,47
4446,186,Afrikaans,8,2,54
4447,186,Afrikaans,8,3,49
4448,186,Afrikaans,8,4,50
4449,186,Mathematics,2,1,50
4450,186,Mathematics,2,2,49
4451,186,Mathematics,2,3,54
4452,186,Mathematics,2,4,49
4453,186,Geography,21,1,50
4454,186,Geography,21,2,52
4455,186,Geography,21,3,46
4456,186,Geography,21,4,53
4457,186,History,17,1,73
4458,186,History,17,2,74
4459,186,History,17,3,72
4460,186,History,17,4,72
4461,186,Information Technology,24,1,43
4462,186,Information Technology,24,2,42
4463,186,Information Technology,24,3,45
4464,186,Information Technology,24,4,41
4465,187,English,4,1,48
4466,187,English,4,2,48
4467,187,English,4,3,45
4468,187,English,4,4,41
4469,187,Afrikaans,8,1,68
4470,187,Afrikaans,8,2,69
4471,187,Afrikaans,8,3,70
4472,187,Afrikaans,8,4,78
4473,187,Mathematics,1,1,79
4474,187,Mathematics,1,2,72
4475,187,Mathematics,1,3,83
4476,187,Mathematics,1,4,81
4477,187,Information Technology,22,1,52
4478,187,Information Technology,22,2,44
4479,187,Information Technology,22,3,47
4480,187,Information Technology,22,4,43
4481,187,Geography,21,1,91
4482,187,Geography,21,2,78
4483,187,Geography,21,3,91
4484,187,Geography,21,4,91
4485,187,History,18,1,71
4486,187,History,18,2,58
4487,187,History,18,3,63
4488,187,History,18,4,59
4489,188,English,6,1,69
4490,188,English,6,2,71
4491,188,English,6,3,66
4492,188,English,6,4,72
4493,188,Afrikaans,8,1,54
4494,188,Afrikaans,8,2,53
4495,188,Afrikaans,8,3,55
4496,188,Afrikaans,8,4,56
4497,188,Mathematics,1,1,63
4498,188,Mathematics,1,2,62
4499,188,Mathematics,1,3,57
4500,188,Mathematics,1,4,50
4501,188,Physical Science,11,1,72
4502,188,Physical Science,11,2,64
4503,188,Physical Science,11,3,71
4504,188,Physical Science,11,4,74
4505,188,Life Science,14,1,75
4506,188,Life Science,14,2,76
4507,188,Life Science,14,3,72
4508,188,Life Science,14,4,79
4509,188,Geography,20,1,80
4510,188,Geography,20,2,78
4511,188,Geography,20,3,69
4512,188,Geography,20,4,70
4513,189,English,5,1,49
4514,189,English,5,2,50
4515,189,English,5,3,54
4516,189,English,5,4,51
4517,189,Afrikaans,7,1,88
4518,189,Afrikaans,7,2,80
4519,189,Afrikaans,7,3,84
4520,189,Afrikaans,7,4,91
4521,189,Mathematics,1,1,56
4522,189,Mathematics,1,2,68
4523,189,Mathematics,1,3,64
4524,189,Mathematics,1,4,65
4525,189,Physical Science,12,1,42
4526,189,Physical Science,12,2,44
4527,189,Physical Science,12,3,41
4528,189,Physical Science,12,4,40
4529,189,Information Technology,23,1,73
4530,189,Information Technology,23,2,76
4531,189,Information Technology,23,3,64
4532,189,Information Technology,23,4,71
4533,189,History,18,1,60
4534,189,History,18,2,60
4535,189,History,18,3,58
4536,189,History,18,4,55
4537,190,English,6,1,69
4538,190,English,6,2,71
4539,190,English,6,3,74
4540,190,English,6,4,82
4541,190,Afrikaans,9,1,52
4542,190,Afrikaans,9,2,54
4543,190,Afrikaans,9,3,51
4544,190,Afrikaans,9,4,55
4545,190,Mathematics,2,1,34
4546,190,Mathematics,2,2,38
4547,190,Mathematics,2,3,47
4548,190,Mathematics,2,4,37
4549,190,Information Technology,24,1,47
4550,190,Information Technology,24,2,41
4551,190,Information Technology,24,3,44
4552,190,Information Technology,24,4,45
4553,190,Life Science,15,1,76
4554,190,Life Science,15,2,77
4555,190,Life Science,15,3,79
4556,190,Life Science,15,4,81
4557,190,Physical Science,12,1,67
4558,190,Physical Science,12,2,76
4559,190,Physical Science,12,3,73
4560,190,Physical Science,12,4,77
4561,191,English,4,1,73
4562,191,English,4,2,77
4563,191,English,4,3,74
4564,191,English,4,4,79
4565,191,Afrikaans,9,1,61
4566,191,Afrikaans,9,2,57
4567,191,Afrikaans,9,3,68
4568,191,Afrikaans,9,4,66
4569,191,Mathematics,3,1,55
4570,191,Mathematics,3,2,55
4571,191,Mathematics,3,3,50
4572,191,Mathematics,3,4,43
4573,191,Accounting,26,1,42
4574,191,Accounting,26,2,37
4575,191,Accounting,26,3,49
4576,191,Accounting,26,4,41
4577,191,Geography,21,1,60
4578,191,Geography,21,2,56
4579,191,Geography,21,3,67
4580,191,Geography,21,4,68
4581,191,History,18,1,86
4582,191,History,18,2,82
4583,191,History,18,3,80
4584,191,History,18,4,89
4585,192,English,6,1,52
4586,192,English,6,2,49
4587,192,English,6,3,65
4588,192,English,6,4,62
4589,192,Afrikaans,7,1,81
4590,192,Afrikaans,7,2,69
4591,192,Afrikaans,7,3,73
4592,192,Afrikaans,7,4,72
4593,192,Mathematics,2,1,52
4594,192,Mathematics,2,2,53
4595,192,Mathematics,2,3,59
4596,192,Mathematics,2,4,56
4597,192,Accounting,27,1,55
4598,192,Accounting,27,2,48
4599,192,Accounting,27,3,48
4600,192,Accounting,27,4,51
4601,192,Geography,21,1,64
4602,192,Geography,21,2,56
4603,192,Geography,21,3,64
4604,192,Geography,21,4,55
4605,192,Physical Science,12,1,40
4606,192,Physical Science,12,2,39
4607,192,Physical Science,12,3,38
4608,192,Physical Science,12,4,45
4609,193,English,5,1,65
4610,193,English,5,2,68
4611,193,English,5,3,56
4612,193,English,5,4,54
4613,193,Afrikaans,8,1,71
4614,193,Afrikaans,8,2,77
4615,193,Afrikaans,8,3,79
4616,193,Afrikaans,8,4,73
4617,193,Mathematics,3,1,69
4618,193,Mathematics,3,2,64
4619,193,Mathematics,3,3,58
4620,193,Mathematics,3,4,59
4621,193,Life Science,15,1,74
4622,193,Life Science,15,2,74
4623,193,Life Science,15,3,83
4624,193,Life Science,15,4,80
4625,193,Physical Science,10,1,71
4626,193,Physical Science,10,2,61
4627,193,Physical Science,10,3,60
4628,193,Physical Science,10,4,68
4629,193,Information Technology,24,1,79
4630,193,Information Technology,24,2,76
4631,193,Information Technology,24,3,79
4632,193,Information Technology,24,4,78
4633,194,English,6,1,48
4634,194,English,6,2,52
4635,194,English,6,3,55
4636,194,English,6,4,52
4637,194,Afrikaans,7,1,84
4638,194,Afrikaans,7,2,79
4639,194,Afrikaans,7,3,83
4640,194,Afrikaans,7,4,73
4641,194,Mathematics,1,1,47
4642,194,Mathematics,1,2,53
4643,194,Mathematics,1,3,50
4644,194,Mathematics,1,4,41
4645,194,History,18,1,59
4646,194,History,18,2,66
4647,194,History,18,3,57
4648,194,History,18,4,60
4649,194,Geography,20,1,78
4650,194,Geography,20,2,81
4651,194,Geography,20,3,83
4652,194,Geography,20,4,79
4653,194,Physical Science,12,1,54
4654,194,Physical Science,12,2,62
