attendance_id,learner_id,term,days_possible,days_present,days_absent,attendance_rate,attendance_category
1170,293,2,47,38,9,0.809,Attendance Concern
1171,293,3,51,48,3,0.941,Good Attendance
1172,293,4,47,42,5,0.894,Attendance Concern
1173,294,1,47,40,7,0.851,Attendance Concern
1174,294,2,53,52,1,0.981,Good Attendance
1175,294,3,55,49,6,0.891,Attendance Concern
1176,294,4,51,48,3,0.941,Good Attendance
1177,295,1,49,40,9,0.816,Attendance Concern
1178,295,2,49,43,6,0.878,Attendance Concern
1179,295,3,49,42,7,0.857,Attendance Concern
1180,295,4,49,41,8,0.837,Attendance Concern
1181,296,1,50,47,3,0.94,Good Attendance
1182,296,2,50,43,7,0.86,Attendance Concern
1183,296,3,51,46,5,0.902,Good Attendance
1184,296,4,51,40,11,0.784,High Attendance Risk
1185,297,1,51,40,11,0.784,High Attendance Risk
1186,297,2,51,43,8,0.843,Attendance Concern
1187,297,3,47,46,1,0.979,Good Attendance
1188,297,4,49,38,11,0.776,High Attendance Risk
1189,298,1,48,39,9,0.812,Attendance Concern
1190,298,2,49,41,8,0.837,Attendance Concern
1191,298,3,50,39,11,0.78,High Attendance Risk
1192,298,4,51,48,3,0.941,Good Attendance
1193,299,1,50,45,5,0.9,Good Attendance
1194,299,2,48,45,3,0.938,Good Attendance
1195,299,3,54,48,6,0.889,Attendance Concern
1196,299,4,49,39,10,0.796,High Attendance Risk
1197,300,1,48,39,9,0.812,Attendance Concern
1198,300,2,52,50,2,0.962,Good Attendance
1199,300,3,54,47,7,0.87,Attendance Concern
1200,300,4,45,42,3,0.933,Good Attendance
