mark_id,learner_id,subject,teacher_id,term,mark,risk_category
3874,162,Mathematics,3,2,62,Passing
3875,162,Mathematics,3,3,58,Passing
3876,162,Mathematics,3,4,58,Passing
3877,162,Information Technology,23,1,78,Strong
3878,162,Information Technology,23,2,73,Strong
3879,162,Information Technology,23,3,84,Strong
3880,162,Information Technology,23,4,87,Strong
3881,162,History,16,1,77,Strong
3882,162,History,16,2,86,Strong
3883,162,History,16,3,85,Strong
3884,162,History,16,4,79,Strong
3885,162,Geography,19,1,52,Passing
3886,162,Geography,19,2,46,At Risk
3887,162,Geography,19,3,46,At Risk
3888,162,Geography,19,4,49,At Risk
3889,163,English,4,1,73,Strong
3890,163,English,4,2,70,Strong
3891,163,English,4,3,66,Passing
3892,163,English,4,4,79,Strong
3893,163,Afrikaans,9,1,40,At Risk
3894,163,Afrikaans,9,2,54,Passing
3895,163,Afrikaans,9,3,55,Passing
3896,163,Afrikaans,9,4,40,At Risk
3897,163,Mathematics,3,1,75,Strong
3898,163,Mathematics,3,2,71,Strong
3899,163,Mathematics,3,3,74,Strong
3900,163,Mathematics,3,4,62,Passing
3901,163,Accounting,25,1,77,Strong
3902,163,Accounting,25,2,69,Passing
3903,163,Accounting,25,3,64,Passing
3904,163,Accounting,25,4,62,Passing
3905,163,History,18,1,72,Strong
3906,163,History,18,2,70,Strong
3907,163,History,18,3,77,Strong
3908,163,History,18,4,75,Strong
3909,163,Geography,19,1,56,Passing
3910,163,Geography,19,2,54,Passing
3911,163,Geography,19,3,69,Passing
3912,163,Geography,19,4,63,Passing
3913,164,English,4,1,63,Passing
3914,164,English,4,2,49,At Risk
3915,164,English,4,3,63,Passing
3916,164,English,4,4,63,Passing
3917,164,Afrikaans,9,1,57,Passing
3918,164,Afrikaans,9,2,50,Passing
3919,164,Afrikaans,9,3,56,Passing
3920,164,Afrikaans,9,4,59,Passing
3921,164,Mathematics,1,1,72,Strong
3922,164,Mathematics,1,2,74,Strong
3923,164,Mathematics,1,3,84,Strong
3924,164,Mathematics,1,4,82,Strong
3925,164,History,17,1,74,Strong
3926,164,History,17,2,82,Strong
3927,164,History,17,3,86,Strong
3928,164,History,17,4,81,Strong
3929,164,Life Science,14,1,83,Strong
3930,164,Life Science,14,2,79,Strong
3931,164,Life Science,14,3,87,Strong
3932,164,Life Science,14,4,78,Strong
3933,164,Geography,19,1,82,Strong
3934,164,Geography,19,2,72,Strong
3935,164,Geography,19,3,74,Strong
3936,164,Geography,19,4,83,Strong
3937,165,English,6,1,76,Strong
3938,165,English,6,2,63,Passing
3939,165,English,6,3,73,Strong
3940,165,English,6,4,73,Strong
3941,165,Afrikaans,7,1,50,Passing
3942,165,Afrikaans,7,2,54,Passing
3943,165,Afrikaans,7,3,52,Passing
3944,165,Afrikaans,7,4,58,Passing
3945,165,Mathematics,2,1,50,Passing
3946,165,Mathematics,2,2,62,Passing
3947,165,Mathematics,2,3,53,Passing
3948,165,Mathematics,2,4,54,Passing
3949,165,Geography,20,1,70,Strong
3950,165,Geography,20,2,67,Passing
3951,165,Geography,20,3,75,Strong
3952,165,Geography,20,4,72,Strong
3953,165,Physical Science,11,1,48,At Risk
3954,165,Physical Science,11,2,49,At Risk
3955,165,Physical Science,11,3,58,Passing
3956,165,Physical Science,11,4,58,Passing
3957,165,Life Science,15,1,81,Strong
3958,165,Life Science,15,2,82,Strong
3959,165,Life Science,15,3,82,Strong
3960,165,Life Science,15,4,69,Passing
3961,166,English,5,1,78,Strong
3962,166,English,5,2,83,Strong
3963,166,English,5,3,80,Strong
3964,166,English,5,4,71,Strong
3965,166,Afrikaans,8,1,63,Passing
3966,166,Afrikaans,8,2,51,Passing
3967,166,Afrikaans,8,3,51,Passing
3968,166,Afrikaans,8,4,61,Passing
3969,166,Mathematics,1,1,52,Passing
3970,166,Mathematics,1,2,45,At Risk
3971,166,Mathematics,1,3,46,At Risk
3972,166,Mathematics,1,4,48,At Risk
3973,166,Geography,19,1,59,Passing
3974,166,Geography,19,2,60,Passing
3975,166,Geography,19,3,71,Strong
3976,166,Geography,19,4,60,Passing
3977,166,Information Technology,22,1,64,Passing
3978,166,Information Technology,22,2,48,At Risk
3979,166,Information Technology,22,3,57,Passing
3980,166,Information Technology,22,4,61,Passing
3981,166,History,17,1,78,Strong
3982,166,History,17,2,89,Strong
3983,166,History,17,3,85,Strong
3984,166,History,17,4,87,Strong
3985,167,English,5,1,67,Passing
3986,167,English,5,2,76,Strong
3987,167,English,5,3,73,Strong
3988,167,English,5,4,69,Passing
3989,167,Afrikaans,7,1,45,At Risk
3990,167,Afrikaans,7,2,54,Passing
3991,167,Afrikaans,7,3,48,At Risk
3992,167,Afrikaans,7,4,51,Passing
3993,167,Mathematics,1,1,79,Strong
3994,167,Mathematics,1,2,79,Strong
3995,167,Mathematics,1,3,84,Strong
3996,167,Mathematics,1,4,85,Strong
3997,167,Information Technology,22,1,84,Strong
3998,167,Information Technology,22,2,84,Strong
3999,167,Information Technology,22,3,79,Strong
4000,167,Information Technology,22,4,74,Strong
4001,167,History,17,1,64,Passing
4002,167,History,17,2,67,Passing
4003,167,History,17,3,66,Passing
4004,167,History,17,4,74,Strong
4005,167,Accounting,26,1,66,Passing
4006,167,Accounting,26,2,58,Passing
4007,167,Accounting,26,3,61,Passing
4008,167,Accounting,26,4,68,Passing
4009,168,English,5,1,71,Strong
4010,168,English,5,2,62,Passing
4011,168,English,5,3,62,Passing
4012,168,English,5,4,66,Passing
4013,168,Afrikaans,9,1,53,Passing
4014,168,Afrikaans,9,2,52,Passing
4015,168,Afrikaans,9,3,53,Passing
4016,168,Afrikaans,9,4,55,Passing
4017,168,Mathematics,3,1,40,At Risk
4018,168,Mathematics,3,2,49,At Risk
4019,168,Mathematics,3,3,43,At Risk
4020,168,Mathematics,3,4,53,Passing
4021,168,Physical Science,12,1,57,Passing
4022,168,Physical Science,12,2,51,Passing
4023,168,Physical Science,12,3,52,Passing
4024,168,Physical Science,12,4,47,At Risk
4025,168,Geography,21,1,70,Strong
4026,168,Geography,21,2,63,Passing
4027,168,Geography,21,3,70,Strong
4028,168,Geography,21,4,73,Strong
4029,168,History,16,1,79,Strong
4030,168,History,16,2,83,Strong
4031,168,History,16,3,77,Strong
4032,168,History,16,4,74,Strong
4033,169,English,4,1,79,Strong
4034,169,English,4,2,68,Passing
4035,169,English,4,3,78,Strong
4036,169,English,4,4,74,Strong
4037,169,Afrikaans,7,1,46,At Risk
4038,169,Afrikaans,7,2,62,Passing
4039,169,Afrikaans,7,3,56,Passing
4040,169,Afrikaans,7,4,55,Passing
4041,169,Mathematics,2,1,71,Strong
4042,169,Mathematics,2,2,66,Passing
4043,169,Mathematics,2,3,76,Strong
4044,169,Mathematics,2,4,72,Strong
4045,169,Physical Science,11,1,52,Passing
4046,169,Physical Science,11,2,38,High Risk
4047,169,Physical Science,11,3,41,At Risk
4048,169,Physical Science,11,4,40,At Risk
4049,169,Information Technology,22,1,54,Passing
4050,169,Information Technology,22,2,66,Passing
4051,169,Information Technology,22,3,61,Passing
4052,169,Information Technology,22,4,68,Passing
4053,169,Accounting,26,1,58,Passing
4054,169,Accounting,26,2,66,Passing
4055,169,Accounting,26,3,57,Passing
4056,169,Accounting,26,4,62,Passing
4057,170,English,4,1,92,Strong
4058,170,English,4,2,83,Strong
4059,170,English,4,3,84,Strong
4060,170,English,4,4,82,Strong
4061,170,Afrikaans,8,1,40,At Risk
4062,170,Afrikaans,8,2,52,Passing
4063,170,Afrikaans,8,3,40,At Risk
4064,170,Afrikaans,8,4,54,Passing
4065,170,Mathematics,1,1,63,Passing
4066,170,Mathematics,1,2,72,Strong
4067,170,Mathematics,1,3,67,Passing
4068,170,Mathematics,1,4,73,Strong
4069,170,Information Technology,24,1,49,At Risk
4070,170,Information Technology,24,2,50,Passing
4071,170,Information Technology,24,3,42,At Risk
4072,170,Information Technology,24,4,51,Passing
4073,170,Geography,19,1,74,Strong
4074,170,Geography,19,2,73,Strong
4075,170,Geography,19,3,62,Passing
4076,170,Geography,19,4,71,Strong
4077,170,History,17,1,73,Strong
4078,170,History,17,2,71,Strong
4079,170,History,17,3,76,Strong
4080,170,History,17,4,64,Passing
4081,171,English,5,1,66,Passing
4082,171,English,5,2,65,Passing
4083,171,English,5,3,66,Passing
4084,171,English,5,4,61,Passing
4085,171,Afrikaans,9,1,60,Passing
4086,171,Afrikaans,9,2,60,Passing
4087,171,Afrikaans,9,3,51,Passing
4088,171,Afrikaans,9,4,49,At Risk
4089,171,Mathematics,1,1,47,At Risk
4090,171,Mathematics,1,2,50,Passing
4091,171,Mathematics,1,3,56,Passing
4092,171,Mathematics,1,4,57,Passing
4093,171,Life Science,15,1,61,Passing
4094,171,Life Science,15,2,71,Strong
4095,171,Life Science,15,3,61,Passing
4096,171,Life Science,15,4,59,Passing
4097,171,Information Technology,23,1,69,Passing
4098,171,Information Technology,23,2,74,Strong
4099,171,Information Technology,23,3,66,Passing
4100,171,Information Technology,23,4,75,Strong
4101,171,History,16,1,80,Strong
4102,171,History,16,2,82,Strong
4103,171,History,16,3,81,Strong
4104,171,History,16,4,88,Strong
4105,172,English,5,1,72,Strong
4106,172,English,5,2,58,Passing
4107,172,English,5,3,66,Passing
4108,172,English,5,4,66,Passing
4109,172,Afrikaans,9,1,82,Strong
4110,172,Afrikaans,9,2,75,Strong
4111,172,Afrikaans,9,3,68,Passing
4112,172,Afrikaans,9,4,68,Passing
4113,172,Mathematics,3,1,49,At Risk
4114,172,Mathematics,3,2,50,Passing
4115,172,Mathematics,3,3,56,Passing
4116,172,Mathematics,3,4,44,At Risk
4117,172,Life Science,14,1,69,Passing
4118,172,Life Science,14,2,61,Passing
4119,172,Life Science,14,3,71,Strong
4120,172,Life Science,14,4,63,Passing
4121,172,Accounting,25,1,38,High Risk
4122,172,Accounting,25,2,43,At Risk
4123,172,Accounting,25,3,50,Passing
4124,172,Accounting,25,4,37,High Risk
4125,172,History,18,1,89,Strong
4126,172,History,18,2,93,Strong
4127,172,History,18,3,91,Strong
4128,172,History,18,4,86,Strong
4129,173,English,4,1,94,Strong
4130,173,English,4,2,82,Strong
4131,173,English,4,3,90,Strong
4132,173,English,4,4,95,Strong
4133,173,Afrikaans,9,1,73,Strong
4134,173,Afrikaans,9,2,81,Strong
4135,173,Afrikaans,9,3,78,Strong
4136,173,Afrikaans,9,4,74,Strong
4137,173,Mathematics,2,1,51,Passing
4138,173,Mathematics,2,2,55,Passing
4139,173,Mathematics,2,3,45,At Risk
4140,173,Mathematics,2,4,52,Passing
4141,173,Accounting,27,1,45,At Risk
4142,173,Accounting,27,2,52,Passing
4143,173,Accounting,27,3,55,Passing
4144,173,Accounting,27,4,57,Passing
4145,173,Life Science,13,1,89,Strong
4146,173,Life Science,13,2,79,Strong
4147,173,Life Science,13,3,87,Strong
4148,173,Life Science,13,4,87,Strong
4149,173,Physical Science,10,1,65,Passing
4150,173,Physical Science,10,2,79,Strong
4151,173,Physical Science,10,3,69,Passing
4152,173,Physical Science,10,4,68,Passing
4153,174,English,5,1,50,Passing
4154,174,English,5,2,55,Passing
4155,174,English,5,3,55,Passing
4156,174,English,5,4,54,Passing
4157,174,Afrikaans,9,1,65,Passing
4158,174,Afrikaans,9,2,57,Passing
4159,174,Afrikaans,9,3,65,Passing
4160,174,Afrikaans,9,4,58,Passing
4161,174,Mathematics,1,1,36,High Risk
4162,174,Mathematics,1,2,48,At Risk
4163,174,Mathematics,1,3,41,At Risk
4164,174,Mathematics,1,4,43,At Risk
4165,174,Accounting,25,1,78,Strong
4166,174,Accounting,25,2,75,Strong
4167,174,Accounting,25,3,70,Strong
4168,174,Accounting,25,4,68,Passing
4169,174,Physical Science,10,1,47,At Risk
4170,174,Physical Science,10,2,59,Passing
4171,174,Physical Science,10,3,50,Passing
4172,174,Physical Science,10,4,49,At Risk
4173,174,History,17,1,91,Strong
4174,174,History,17,2,78,Strong
4175,174,History,17,3,88,Strong
4176,174,History,17,4,89,Strong
4177,175,English,5,1,46,At Risk
4178,175,English,5,2,47,At Risk
4179,175,English,5,3,43,At Risk
4180,175,English,5,4,58,Passing
4181,175,Afrikaans,8,1,68,Passing
4182,175,Afrikaans,8,2,70,Strong
4183,175,Afrikaans,8,3,63,Passing
4184,175,Afrikaans,8,4,73,Strong
4185,175,Mathematics,3,1,86,Strong
4186,175,Mathematics,3,2,80,Strong
4187,175,Mathematics,3,3,75,Strong
4188,175,Mathematics,3,4,79,Strong
4189,175,Geography,20,1,43,At Risk
4190,175,Geography,20,2,47,At Risk
4191,175,Geography,20,3,44,At Risk
4192,175,Geography,20,4,44,At Risk
4193,175,Physical Science,11,1,53,Passing
4194,175,Physical Science,11,2,48,At Risk
4195,175,Physical Science,11,3,50,Passing
4196,175,Physical Science,11,4,48,At Risk
4197,175,History,18,1,58,Passing
4198,175,History,18,2,48,At Risk
4199,175,History,18,3,47,At Risk
4200,175,History,18,4,45,At Risk
4201,176,English,5,1,82,Strong
4202,176,English,5,2,70,Strong
4203,176,English,5,3,75,Strong
4204,176,English,5,4,72,Strong
4205,176,Afrikaans,8,1,55,Passing
4206,176,Afrikaans,8,2,40,At Risk
4207,176,Afrikaans,8,3,54,Passing
4208,176,Afrikaans,8,4,42,At Risk
4209,176,Mathematics,3,1,49,At Risk
4210,176,Mathematics,3,2,50,Passing
4211,176,Mathematics,3,3,57,Passing
4212,176,Mathematics,3,4,48,At Risk
4213,176,Accounting,25,1,43,At Risk
4214,176,Accounting,25,2,46,At Risk
4215,176,Accounting,25,3,46,At Risk
4216,176,Accounting,25,4,45,At Risk
4217,176,Life Science,15,1,60,Passing
4218,176,Life Science,15,2,62,Passing
4219,176,Life Science,15,3,64,Passing
4220,176,Life Science,15,4,68,Passing
4221,176,Physical Science,10,1,78,Strong
4222,176,Physical Science,10,2,78,Strong
4223,176,Physical Science,10,3,72,Strong
4224,176,Physical Science,10,4,83,Strong
4225,177,English,4,1,85,Strong
4226,177,English,4,2,94,Strong
4227,177,English,4,3,80,Strong
4228,177,English,4,4,81,Strong
4229,177,Afrikaans,9,1,74,Strong
4230,177,Afrikaans,9,2,90,Strong
4231,177,Afrikaans,9,3,80,Strong
4232,177,Afrikaans,9,4,80,Strong
4233,177,Mathematics,1,1,55,Passing
4234,177,Mathematics,1,2,50,Passing
4235,177,Mathematics,1,3,53,Passing
4236,177,Mathematics,1,4,56,Passing
4237,177,History,16,1,87,Strong
4238,177,History,16,2,83,Strong
4239,177,History,16,3,77,Strong
4240,177,History,16,4,86,Strong
4241,177,Accounting,26,1,45,At Risk
4242,177,Accounting,26,2,51,Passing
4243,177,Accounting,26,3,52,Passing
4244,177,Accounting,26,4,53,Passing
4245,177,Geography,20,1,68,Passing
4246,177,Geography,20,2,59,Passing
4247,177,Geography,20,3,65,Passing
4248,177,Geography,20,4,55,Passing
4249,178,English,5,1,62,Passing
4250,178,English,5,2,73,Strong
4251,178,English,5,3,62,Passing
4252,178,English,5,4,75,Strong
4253,178,Afrikaans,7,1,60,Passing
4254,178,Afrikaans,7,2,56,Passing
4255,178,Afrikaans,7,3,54,Passing
4256,178,Afrikaans,7,4,46,At Risk
4257,178,Mathematics,3,1,47,At Risk
4258,178,Mathematics,3,2,52,Passing
4259,178,Mathematics,3,3,40,At Risk
4260,178,Mathematics,3,4,49,At Risk
4261,178,Life Science,15,1,70,Strong
4262,178,Life Science,15,2,65,Passing
4263,178,Life Science,15,3,70,Strong
4264,178,Life Science,15,4,63,Passing
4265,178,Accounting,26,1,82,Strong
4266,178,Accounting,26,2,78,Strong
4267,178,Accounting,26,3,82,Strong
4268,178,Accounting,26,4,75,Strong
4269,178,Information Technology,23,1,54,Passing
4270,178,Information Technology,23,2,50,Passing
4271,178,Information Technology,23,3,44,At Risk
4272,178,Information Technology,23,4,39,High Risk
4273,179,English,6,1,73,Strong
4274,179,English,6,2,82,Strong
4275,179,English,6,3,84,Strong
4276,179,English,6,4,86,Strong
4277,179,Afrikaans,7,1,45,At Risk
4278,179,Afrikaans,7,2,46,At Risk
4279,179,Afrikaans,7,3,54,Passing
4280,179,Afrikaans,7,4,54,Passing
4281,179,Mathematics,2,1,72,Strong
4282,179,Mathematics,2,2,74,Strong
4283,179,Mathematics,2,3,71,Strong
4284,179,Mathematics,2,4,80,Strong
4285,179,Information Technology,22,1,57,Passing
4286,179,Information Technology,22,2,53,Passing
4287,179,Information Technology,22,3,59,Passing
4288,179,Information Technology,22,4,50,Passing
4289,179,History,18,1,67,Passing
4290,179,History,18,2,69,Passing
4291,179,History,18,3,62,Passing
4292,179,History,18,4,62,Passing
4293,179,Accounting,26,1,70,Strong
4294,179,Accounting,26,2,74,Strong
4295,179,Accounting,26,3,71,Strong
4296,179,Accounting,26,4,74,Strong
4297,180,English,6,1,79,Strong
4298,180,English,6,2,75,Strong
4299,180,English,6,3,85,Strong
4300,180,English,6,4,74,Strong
4301,180,Afrikaans,7,1,52,Passing
4302,180,Afrikaans,7,2,59,Passing
4303,180,Afrikaans,7,3,59,Passing
4304,180,Afrikaans,7,4,51,Passing
4305,180,Mathematics,2,1,76,Strong
4306,180,Mathematics,2,2,72,Strong
4307,180,Mathematics,2,3,75,Strong
4308,180,Mathematics,2,4,73,Strong
4309,180,Life Science,13,1,57,Passing
4310,180,Life Science,13,2,42,At Risk
4311,180,Life Science,13,3,47,At Risk
4312,180,Life Science,13,4,54,Passing
4313,180,History,18,1,88,Strong
4314,180,History,18,2,82,Strong
4315,180,History,18,3,87,Strong
4316,180,History,18,4,81,Strong
4317,180,Geography,19,1,59,Passing
4318,180,Geography,19,2,58,Passing
4319,180,Geography,19,3,57,Passing
4320,180,Geography,19,4,49,At Risk
4321,181,English,4,1,72,Strong
4322,181,English,4,2,72,Strong
4323,181,English,4,3,73,Strong
4324,181,English,4,4,65,Passing
4325,181,Afrikaans,9,1,81,Strong
4326,181,Afrikaans,9,2,71,Strong
4327,181,Afrikaans,9,3,72,Strong
4328,181,Afrikaans,9,4,84,Strong
4329,181,Mathematics,1,1,51,Passing
4330,181,Mathematics,1,2,53,Passing
4331,181,Mathematics,1,3,49,At Risk
4332,181,Mathematics,1,4,51,Passing
4333,181,History,17,1,82,Strong
4334,181,History,17,2,69,Passing
4335,181,History,17,3,69,Passing
4336,181,History,17,4,73,Strong
4337,181,Accounting,25,1,78,Strong
4338,181,Accounting,25,2,74,Strong
4339,181,Accounting,25,3,84,Strong
4340,181,Accounting,25,4,82,Strong
4341,181,Physical Science,10,1,47,At Risk
4342,181,Physical Science,10,2,50,Passing
4343,181,Physical Science,10,3,53,Passing
4344,181,Physical Science,10,4,41,At Risk
4345,182,English,4,1,90,Strong
4346,182,English,4,2,90,Strong
4347,182,English,4,3,90,Strong
4348,182,English,4,4,80,Strong
4349,182,Afrikaans,7,1,70,Strong
4350,182,Afrikaans,7,2,81,Strong
4351,182,Afrikaans,7,3,77,Strong
4352,182,Afrikaans,7,4,84,Strong
4353,182,Mathematics,1,1,81,Strong
4354,182,Mathematics,1,2,80,Strong
4355,182,Mathematics,1,3,78,Strong
4356,182,Mathematics,1,4,79,Strong
4357,182,Geography,20,1,42,At Risk
4358,182,Geography,20,2,43,At Risk
4359,182,Geography,20,3,46,At Risk
4360,182,Geography,20,4,53,Passing
4361,182,Physical Science,11,1,52,Passing
4362,182,Physical Science,11,2,62,Passing
4363,182,Physical Science,11,3,64,Passing
4364,182,Physical Science,11,4,55,Passing
4365,182,Life Science,14,1,76,Strong
4366,182,Life Science,14,2,76,Strong
4367,182,Life Science,14,3,78,Strong
4368,182,Life Science,14,4,76,Strong
4369,183,English,6,1,49,At Risk
4370,183,English,6,2,49,At Risk
4371,183,English,6,3,49,At Risk
4372,183,English,6,4,51,Passing
4373,183,Afrikaans,7,1,76,Strong
4374,183,Afrikaans,7,2,76,Strong
4375,183,Afrikaans,7,3,83,Strong
4376,183,Afrikaans,7,4,77,Strong
4377,183,Mathematics,3,1,58,Passing
4378,183,Mathematics,3,2,53,Passing
4379,183,Mathematics,3,3,63,Passing
4380,183,Mathematics,3,4,54,Passing
4381,183,Life Science,15,1,80,Strong
4382,183,Life Science,15,2,83,Strong
4383,183,Life Science,15,3,80,Strong
4384,183,Life Science,15,4,75,Strong
4385,183,Geography,19,1,55,Passing
4386,183,Geography,19,2,40,At Risk
4387,183,Geography,19,3,50,Passing
4388,183,Geography,19,4,52,Passing
4389,183,History,18,1,88,Strong
4390,183,History,18,2,86,Strong
4391,183,History,18,3,79,Strong
4392,183,History,18,4,91,Strong
4393,184,English,4,1,51,Passing
4394,184,English,4,2,55,Passing
4395,184,English,4,3,60,Passing
4396,184,English,4,4,61,Passing
4397,184,Afrikaans,9,1,63,Passing
4398,184,Afrikaans,9,2,67,Passing
4399,184,Afrikaans,9,3,69,Passing
4400,184,Afrikaans,9,4,71,Strong
4401,184,Mathematics,2,1,59,Passing
4402,184,Mathematics,2,2,46,At Risk
4403,184,Mathematics,2,3,50,Passing
4404,184,Mathematics,2,4,53,Passing
4405,184,Physical Science,10,1,47,At Risk
4406,184,Physical Science,10,2,55,Passing
4407,184,Physical Science,10,3,58,Passing
4408,184,Physical Science,10,4,53,Passing
4409,184,Geography,20,1,80,Strong
4410,184,Geography,20,2,81,Strong
4411,184,Geography,20,3,88,Strong
4412,184,Geography,20,4,86,Strong
4413,184,Accounting,27,1,54,Passing
4414,184,Accounting,27,2,53,Passing
4415,184,Accounting,27,3,51,Passing
4416,184,Accounting,27,4,44,At Risk
4417,185,English,5,1,63,Passing
4418,185,English,5,2,70,Strong
4419,185,English,5,3,77,Strong
4420,185,English,5,4,70,Strong
4421,185,Afrikaans,8,1,74,Strong
4422,185,Afrikaans,8,2,70,Strong
4423,185,Afrikaans,8,3,77,Strong
4424,185,Afrikaans,8,4,76,Strong
4425,185,Mathematics,2,1,64,Passing
4426,185,Mathematics,2,2,62,Passing
4427,185,Mathematics,2,3,53,Passing
4428,185,Mathematics,2,4,48,At Risk
4429,185,History,18,1,96,Strong
4430,185,History,18,2,85,Strong
4431,185,History,18,3,95,Strong
4432,185,History,18,4,86,Strong
4433,185,Information Technology,22,1,72,Strong
4434,185,Information Technology,22,2,77,Strong
4435,185,Information Technology,22,3,65,Passing
4436,185,Information Technology,22,4,80,Strong
4437,185,Physical Science,12,1,53,Passing
4438,185,Physical Science,12,2,56,Passing
4439,185,Physical Science,12,3,46,At Risk
4440,185,Physical Science,12,4,49,At Risk
4441,186,English,6,1,57,Passing
4442,186,English,6,2,61,Passing
4443,186,English,6,3,61,Passing
4444,186,English,6,4,58,Passing
4445,186,Afrikaans,8,1,47,At Risk
4446,186,Afrikaans,8,2,54,Passing
4447,186,Afrikaans,8,3,49,At Risk
4448,186,Afrikaans,8,4,50,Passing
4449,186,Mathematics,2,1,50,Passing
4450,186,Mathematics,2,2,49,At Risk
4451,186,Mathematics,2,3,54,Passing
4452,186,Mathematics,2,4,49,At Risk
4453,186,Geography,21,1,50,Passing
4454,186,Geography,21,2,52,Passing
4455,186,Geography,21,3,46,At Risk
4456,186,Geography,21,4,53,Passing
4457,186,History,17,1,73,Strong
4458,186,History,17,2,74,Strong
4459,186,History,17,3,72,Strong
4460,186,History,17,4,72,Strong
4461,186,Information Technology,24,1,43,At Risk
4462,186,Information Technology,24,2,42,At Risk
4463,186,Information Technology,24,3,45,At Risk
4464,186,Information Technology,24,4,41,At Risk
4465,187,English,4,1,48,At Risk
4466,187,English,4,2,48,At Risk
4467,187,English,4,3,45,At Risk
4468,187,English,4,4,41,At Risk
4469,187,Afrikaans,8,1,68,Passing
4470,187,Afrikaans,8,2,69,Passing
4471,187,Afrikaans,8,3,70,Strong
4472,187,Afrikaans,8,4,78,Strong
4473,187,Mathematics,1,1,79,Strong
4474,187,Mathematics,1,2,72,Strong
4475,187,Mathematics,1,3,83,Strong
4476,187,Mathematics,1,4,81,Strong
4477,187,Information Technology,22,1,52,Passing
4478,187,Information Technology,22,2,44,At Risk
4479,187,Information Technology,22,3,47,At Risk
4480,187,Information Technology,22,4,43,At Risk
4481,187,Geography,21,1,91,Strong
4482,187,Geography,21,2,78,Strong
4483,187,Geography,21,3,91,Strong
4484,187,Geography,21,4,91,Strong
4485,187,History,18,1,71,Strong
4486,187,History,18,2,58,Passing
4487,187,History,18,3,63,Passing
4488,187,History,18,4,59,Passing
4489,188,English,6,1,69,Passing
4490,188,English,6,2,71,Strong
4491,188,English,6,3,66,Passing
4492,188,English,6,4,72,Strong
4493,188,Afrikaans,8,1,54,Passing
4494,188,Afrikaans,8,2,53,Passing
4495,188,Afrikaans,8,3,55,Passing
4496,188,Afrikaans,8,4,56,Passing
4497,188,Mathematics,1,1,63,Passing
4498,188,Mathematics,1,2,62,Passing
4499,188,Mathematics,1,3,57,Passing
4500,188,Mathematics,1,4,50,Passing
4501,188,Physical Science,11,1,72,Strong
4502,188,Physical Science,11,2,64,Passing
4503,188,Physical Science,11,3,71,Strong
4504,188,Physical Science,11,4,74,Strong
4505,188,Life Science,14,1,75,Strong
4506,188,Life Science,14,2,76,Strong
4507,188,Life Science,14,3,72,Strong
4508,188,Life Science,14,4,79,Strong
4509,188,Geography,20,1,80,Strong
4510,188,Geography,20,2,78,Strong
4511,188,Geography,20,3,69,Passing
4512,188,Geography,20,4,70,Strong
4513,189,English,5,1,49,At Risk
4514,189,English,5,2,50,Passing
4515,189,English,5,3,54,Passing
4516,189,English,5,4,51,Passing
4517,189,Afrikaans,7,1,88,Strong
4518,189,Afrikaans,7,2,80,Strong
4519,189,Afrikaans,7,3,84,Strong
4520,189,Afrikaans,7,4,91,Strong
4521,189,Mathematics,1,1,56,Passing
4522,189,Mathematics,1,2,68,Passing
4523,189,Mathematics,1,3,64,Passing
4524,189,Mathematics,1,4,65,Passing
4525,189,Physical Science,12,1,42,At Risk
4526,189,Physical Science,12,2,44,At Risk
4527,189,Physical Science,12,3,41,At Risk
4528,189,Physical Science,12,4,40,At Risk
4529,189,Information Technology,23,1,73,Strong
4530,189,Information Technology,23,2,76,Strong
4531,189,Information Technology,23,3,64,Passing
4532,189,Information Technology,23,4,71,Strong
4533,189,History,18,1,60,Passing
4534,189,History,18,2,60,Passing
4535,189,History,18,3,58,Passing
4536,189,History,18,4,55,Passing
4537,190,English,6,1,69,Passing
4538,190,English,6,2,71,Strong
4539,190,English,6,3,74,Strong
4540,190,English,6,4,82,Strong
4541,190,Afrikaans,9,1,52,Passing
4542,190,Afrikaans,9,2,54,Passing
4543,190,Afrikaans,9,3,51,Passing
4544,190,Afrikaans,9,4,55,Passing
4545,190,Mathematics,2,1,34,High Risk
4546,190,Mathematics,2,2,38,High Risk
4547,190,Mathematics,2,3,47,At Risk
4548,190,Mathematics,2,4,37,High Risk
4549,190,Information Technology,24,1,47,At Risk
4550,190,Information Technology,24,2,41,At Risk
4551,190,Information Technology,24,3,44,At Risk
4552,190,Information Technology,24,4,45,At Risk
4553,190,Life Science,15,1,76,Strong
4554,190,Life Science,15,2,77,Strong
4555,190,Life Science,15,3,79,Strong
4556,190,Life Science,15,4,81,Strong
4557,190,Physical Science,12,1,67,Passing
4558,190,Physical Science,12,2,76,Strong
4559,190,Physical Science,12,3,73,Strong
4560,190,Physical Science,12,4,77,Strong
4561,191,English,4,1,73,Strong
4562,191,English,4,2,77,Strong
4563,191,English,4,3,74,Strong
4564,191,English,4,4,79,Strong
4565,191,Afrikaans,9,1,61,Passing
4566,191,Afrikaans,9,2,57,Passing
4567,191,Afrikaans,9,3,68,Passing
4568,191,Afrikaans,9,4,66,Passing
4569,191,Mathematics,3,1,55,Passing
4570,191,Mathematics,3,2,55,Passing
4571,191,Mathematics,3,3,50,Passing
4572,191,Mathematics,3,4,43,At Risk
4573,191,Accounting,26,1,42,At Risk
4574,191,Accounting,26,2,37,High Risk
4575,191,Accounting,26,3,49,At Risk
